session,is_bot,prolific_id,id_in_session,id_in_group,multiplier,disclose,contribution,rt1,rt2,payoff,total,round_number,individual_share,total_contribution,group_id,disclosure_group
7z3ijibl,1,5f563d4bc1684c0241b17264,34,2,1.5,1,3,666,2552,21.75,639.5,46,14.75,29.5,2443,2
7z3ijibl,0,609101a8a29bc713a6bcdbba,35,1,1.5,1,10,1669,4010,12.5,598.75,46,12.5,25.0,2431,1
7z3ijibl,1,5a94a2b24eecca0001dd3c43,36,1,1.5,1,0,2286,4333,13.75,689.5,46,3.75,7.5,2448,2
7z3ijibl,1,576597499dcd970001dbdbe5,1,1,2.5,1,10,1644,2236,25.0,902.25,47,25.0,50.0,2462,2
7z3ijibl,0,60a90be1be2d42fba2368523,2,1,2.5,1,10,2864,3668,17.0,873.5,47,17.0,34.0,2450,1
7z3ijibl,1,5ce19c2090d2dc0015f86ca7,3,2,2.5,1,4,1470,2134,11.0,873.5,47,5.0,10.0,2460,2
7z3ijibl,1,5be03bf177e0190001b4ad0a,4,1,2.5,1,10,2003,2259,25.0,850.25,47,25.0,50.0,2463,2
7z3ijibl,0,5fbab1b8266280ad6e6e13c7,5,1,1.5,1,5,9456,3786,13.25,594.75,47,8.25,16.5,2456,1
7z3ijibl,1,581ccd016c73180001fa5b2a,6,1,1.5,0,0,1816,4070,11.5,604.0,47,1.5,3.0,2459,2
7z3ijibl,1,57843b986475d400015a8e45,7,1,1.5,1,4,1270,1149,12.75,617.75,47,6.75,13.5,2465,2
7z3ijibl,1,5eea1be10e95520beb9fa654,8,2,1.5,1,10,3445,2557,10.0,610.75,47,10.0,20.0,2461,2
7z3ijibl,0,5c0873675b32d500012e3f2c,9,2,1.5,1,7,5930,4646,12.0,584.5,47,9.0,18.0,2452,1
7z3ijibl,0,607c8faf6d8e98b09d585eb3,10,2,2.5,1,10,2285,3621,25.0,785.25,47,25.0,50.0,2457,1
7z3ijibl,1,5f5aa7a073b8271a0ab0947c,11,2,2.5,1,0,3738,5814,17.5,843.0,47,7.5,15.0,2464,2
7z3ijibl,0,608c2f0f1df309615f6f5b52,12,1,1.5,1,0,2259,13308,13.0,572.0,47,3.0,6.0,2455,1
7z3ijibl,0,607a981a8b7874690d597c0d,13,1,1.5,1,5,2584,4158,14.0,649.0,47,9.0,18.0,2452,1
7z3ijibl,0,60a1516dc132822469f45c55,14,1,2.5,1,7,2196,2263,13.25,823.75,47,10.25,20.5,2449,1
7z3ijibl,1,6008057b6fbeef0d476b756b,15,1,2.5,1,10,1358,2454,25.0,894.75,47,25.0,50.0,2466,2
7z3ijibl,0,608adf0cc8637f7f395352b1,16,2,1.5,1,4,2794,2315,9.0,612.5,47,3.0,6.0,2455,1
7z3ijibl,1,60199372bd48490e12a0d92e,17,2,2.5,1,10,1326,1970,25.0,899.25,47,25.0,50.0,2458,2
7z3ijibl,1,5dc0a28f27d05205683c8bb3,18,1,2.5,-1,-1,-1,-1,-1.0,0.0,47,-1.0,-1.0,2451,1
7z3ijibl,1,5f591c6d75be841230aa6ced,19,1,1.5,1,0,940,3749,15.0,652.75,47,5.0,10.0,2460,2
7z3ijibl,1,60a2d1593f270f92fa69305d,20,2,2.5,1,10,1124,2839,25.0,954.25,47,25.0,50.0,2462,2
7z3ijibl,1,5ea8010daf54da1e951b8861,21,1,2.5,1,10,987,2077,25.0,846.0,47,25.0,50.0,2458,2
7z3ijibl,1,60256d8ad9b88a0cb709e65a,22,2,2.5,1,6,-1,-1,12.25,660.75,47,8.25,16.5,2454,1
7z3ijibl,1,60acb5d4727b993c9f32ee72,23,2,2.5,1,10,2117,2826,25.0,844.25,47,25.0,50.0,2463,2
7z3ijibl,0,5baf6705848bbd0001d6fc8a,24,1,1.5,1,1,2561,5725,17.25,618.25,47,8.25,16.5,2454,1
7z3ijibl,1,60185125a263080a4243e740,25,2,2.5,-1,-1,-1,-1,-1.0,0.0,47,-1.0,-1.0,2451,1
7z3ijibl,1,5e4810c074edcc2b4f31ab83,26,2,1.5,1,6,-1,-1,12.25,497.0,47,8.25,16.5,2456,1
7z3ijibl,0,5cd7e678df739100011b1839,27,1,2.5,1,10,4447,5659,25.0,816.25,47,25.0,50.0,2457,1
7z3ijibl,1,600abec042ce9902cb63f0a2,28,2,1.5,1,5,1590,1711,11.75,639.5,47,6.75,13.5,2465,2
7z3ijibl,0,5ec3b9e83f187802a6aa041e,29,2,1.5,1,2,2932,3627,18.25,634.0,47,10.25,20.5,2449,1
7z3ijibl,1,607c788174ef9ae298722d37,30,2,1.5,1,6,-1,-1,21.0,481.5,47,17.0,34.0,2450,1
7z3ijibl,1,5f60713e595007000a8e1da7,31,2,2.5,1,10,1581,1683,25.0,925.0,47,25.0,50.0,2466,2
7z3ijibl,1,5f52237276d614488e847c1b,32,1,2.5,1,2,1181,1726,18.0,865.75,47,10.0,20.0,2461,2
7z3ijibl,1,609c35609e77fba7ec90ec1e,33,1,1.5,1,6,-1,-1,16.0,478.0,47,12.0,24.0,2453,1
7z3ijibl,1,5f563d4bc1684c0241b17264,34,1,1.5,1,10,1365,4007,7.5,647.0,47,7.5,15.0,2464,2
7z3ijibl,0,609101a8a29bc713a6bcdbba,35,2,1.5,1,10,3542,3982,12.0,610.75,47,12.0,24.0,2453,1
7z3ijibl,1,5a94a2b24eecca0001dd3c43,36,2,1.5,1,2,2242,5038,9.5,699.0,47,1.5,3.0,2459,2
7z3ijibl,1,576597499dcd970001dbdbe5,1,2,2.5,1,10,8439,2629,12.5,914.75,48,12.5,25.0,2483,2
7z3ijibl,0,60a90be1be2d42fba2368523,2,1,2.5,1,10,1356,2429,20.0,893.5,48,20.0,40.0,2468,1
7z3ijibl,1,5ce19c2090d2dc0015f86ca7,3,1,2.5,1,8,1436,3454,24.5,898.0,48,22.5,45.0,2479,2
7z3ijibl,1,5be03bf177e0190001b4ad0a,4,2,2.5,1,10,1647,2144,22.5,872.75,48,22.5,45.0,2479,2
7z3ijibl,0,5fbab1b8266280ad6e6e13c7,5,1,1.5,1,5,3357,3786,14.0,608.75,48,9.0,18.0,2471,1
7z3ijibl,1,581ccd016c73180001fa5b2a,6,2,1.5,1,0,2151,3049,22.5,626.5,48,12.5,25.0,2482,2
7z3ijibl,1,57843b986475d400015a8e45,7,2,1.5,1,2,1017,2013,22.0,639.75,48,14.0,28.0,2480,2
7z3ijibl,1,5eea1be10e95520beb9fa654,8,1,1.5,1,10,2192,6567,8.75,619.5,48,8.75,17.5,2477,2
7z3ijibl,0,5c0873675b32d500012e3f2c,9,2,1.5,1,7,3858,4304,12.0,596.5,48,9.0,18.0,2471,1
7z3ijibl,0,607c8faf6d8e98b09d585eb3,10,1,2.5,1,10,1661,3323,20.0,805.25,48,20.0,40.0,2472,1
7z3ijibl,1,5f5aa7a073b8271a0ab0947c,11,2,2.5,1,10,1053,6578,12.5,855.5,48,12.5,25.0,2484,2
7z3ijibl,0,608c2f0f1df309615f6f5b52,12,1,1.5,1,0,10786,4566,13.0,585.0,48,3.0,6.0,2467,1
7z3ijibl,0,607a981a8b7874690d597c0d,13,2,1.5,1,6,3104,9007,13.0,662.0,48,9.0,18.0,2475,1
7z3ijibl,0,60a1516dc132822469f45c55,14,2,2.5,1,3,13950,10460,15.25,839.0,48,8.25,16.5,2474,1
7z3ijibl,1,6008057b6fbeef0d476b756b,15,1,2.5,1,10,1207,2822,14.0,908.75,48,14.0,28.0,2480,2
7z3ijibl,0,608adf0cc8637f7f395352b1,16,1,1.5,1,0,1229,3588,17.5,630.0,48,7.5,15.0,2470,1
7z3ijibl,1,60199372bd48490e12a0d92e,17,2,2.5,1,1,2040,3872,17.75,917.0,48,8.75,17.5,2477,2
7z3ijibl,1,5dc0a28f27d05205683c8bb3,18,2,2.5,1,6,-1,-1,24.0,617.75,48,20.0,40.0,2468,1
7z3ijibl,1,5f591c6d75be841230aa6ced,19,1,1.5,1,0,4312,1998,22.5,675.25,48,12.5,25.0,2484,2
7z3ijibl,1,60a2d1593f270f92fa69305d,20,1,2.5,1,10,1557,3212,12.5,966.75,48,12.5,25.0,2482,2
7z3ijibl,1,5ea8010daf54da1e951b8861,21,2,2.5,1,10,3809,2455,25.0,871.0,48,25.0,50.0,2476,2
7z3ijibl,1,60256d8ad9b88a0cb709e65a,22,2,2.5,1,6,-1,-1,24.0,684.75,48,20.0,40.0,2472,1
7z3ijibl,1,60acb5d4727b993c9f32ee72,23,1,2.5,1,10,1902,21367,25.0,869.25,48,25.0,50.0,2476,2
7z3ijibl,0,5baf6705848bbd0001d6fc8a,24,2,1.5,0,10,5047,4624,7.5,625.75,48,7.5,15.0,2470,1
7z3ijibl,1,60185125a263080a4243e740,25,2,2.5,1,6,-1,-1,24.0,663.0,48,20.0,40.0,2473,1
7z3ijibl,1,5e4810c074edcc2b4f31ab83,26,1,1.5,1,6,-1,-1,12.25,509.25,48,8.25,16.5,2474,1
7z3ijibl,0,5cd7e678df739100011b1839,27,1,2.5,1,10,5183,5339,20.0,836.25,48,20.0,40.0,2473,1
7z3ijibl,1,600abec042ce9902cb63f0a2,28,1,1.5,1,0,1278,3857,22.5,662.0,48,12.5,25.0,2483,2
7z3ijibl,0,5ec3b9e83f187802a6aa041e,29,2,1.5,1,4,1233,4826,9.0,643.0,48,3.0,6.0,2467,1
7z3ijibl,1,607c788174ef9ae298722d37,30,1,1.5,-1,-1,-1,-1,-1.0,0.0,48,-1.0,-1.0,2469,1
7z3ijibl,1,5f60713e595007000a8e1da7,31,2,2.5,1,10,1105,2956,12.5,937.5,48,12.5,25.0,2478,2
7z3ijibl,1,5f52237276d614488e847c1b,32,1,2.5,1,7,1289,3122,19.25,885.0,48,16.25,32.5,2481,2
7z3ijibl,1,609c35609e77fba7ec90ec1e,33,2,1.5,-1,-1,-1,-1,-1.0,0.0,48,-1.0,-1.0,2469,1
7z3ijibl,1,5f563d4bc1684c0241b17264,34,2,1.5,1,10,1205,3016,16.25,663.25,48,16.25,32.5,2481,2
7z3ijibl,0,609101a8a29bc713a6bcdbba,35,1,1.5,1,6,4236,3619,13.0,623.75,48,9.0,18.0,2475,1
7z3ijibl,1,5a94a2b24eecca0001dd3c43,36,1,1.5,1,0,1933,4669,22.5,721.5,48,12.5,25.0,2478,2
7z3ijibl,1,576597499dcd970001dbdbe5,1,1,2.5,1,10,1751,2060,25.0,939.75,49,25.0,50.0,2500,2
7z3ijibl,0,60a90be1be2d42fba2368523,2,2,2.5,1,10,1448,4393,17.0,910.5,49,17.0,34.0,2490,1
7z3ijibl,1,5ce19c2090d2dc0015f86ca7,3,2,2.5,1,4,1899,2011,12.5,910.5,49,6.5,13.0,2498,2
7z3ijibl,1,5be03bf177e0190001b4ad0a,4,2,2.5,1,10,2416,3983,25.0,897.75,49,25.0,50.0,2500,2
7z3ijibl,0,5fbab1b8266280ad6e6e13c7,5,1,1.5,1,10,1393,3878,15.0,623.75,49,15.0,30.0,2491,1
7z3ijibl,1,581ccd016c73180001fa5b2a,6,1,1.5,1,0,1868,3381,12.25,638.75,49,2.25,4.5,2494,2
7z3ijibl,1,57843b986475d400015a8e45,7,1,1.5,1,2,1140,1714,14.5,654.25,49,6.5,13.0,2498,2
7z3ijibl,1,5eea1be10e95520beb9fa654,8,2,1.5,1,0,3833,2884,10.0,629.5,49,0.0,0.0,2499,2
7z3ijibl,0,5c0873675b32d500012e3f2c,9,2,1.5,1,7,3298,4150,12.75,609.25,49,9.75,19.5,2489,1
7z3ijibl,0,607c8faf6d8e98b09d585eb3,10,2,2.5,1,4,1089,4269,12.5,817.75,49,6.5,13.0,2486,1
7z3ijibl,1,5f5aa7a073b8271a0ab0947c,11,1,2.5,1,10,1345,2526,25.0,880.5,49,25.0,50.0,2502,2
7z3ijibl,0,608c2f0f1df309615f6f5b52,12,2,1.5,1,0,2414,8416,16.0,601.0,49,6.0,12.0,2485,1
7z3ijibl,0,607a981a8b7874690d597c0d,13,1,1.5,1,5,2743,4003,17.5,679.5,49,12.5,25.0,2487,1
7z3ijibl,0,60a1516dc132822469f45c55,14,2,2.5,1,7,1037,2072,15.5,854.5,49,12.5,25.0,2487,1
7z3ijibl,1,6008057b6fbeef0d476b756b,15,2,2.5,1,10,1409,2052,25.0,933.75,49,25.0,50.0,2502,2
7z3ijibl,0,608adf0cc8637f7f395352b1,16,2,1.5,1,0,1788,1448,17.5,647.5,49,7.5,15.0,2488,1
7z3ijibl,1,60199372bd48490e12a0d92e,17,2,2.5,1,10,982,2910,12.5,929.5,49,12.5,25.0,2501,2
7z3ijibl,1,5dc0a28f27d05205683c8bb3,18,2,2.5,1,6,-1,-1,21.5,639.25,49,17.5,35.0,2493,1
7z3ijibl,1,5f591c6d75be841230aa6ced,19,1,1.5,1,0,1153,2076,10.0,685.25,49,0.0,0.0,2499,2
7z3ijibl,1,60a2d1593f270f92fa69305d,20,1,2.5,1,0,1318,3120,22.5,989.25,49,12.5,25.0,2501,2
7z3ijibl,1,5ea8010daf54da1e951b8861,21,2,2.5,1,10,1965,3459,20.0,891.0,49,20.0,40.0,2496,2
7z3ijibl,1,60256d8ad9b88a0cb709e65a,22,2,2.5,1,6,-1,-1,19.0,703.75,49,15.0,30.0,2491,1
7z3ijibl,1,60acb5d4727b993c9f32ee72,23,1,2.5,1,10,5191,2595,18.75,888.0,49,18.75,37.5,2497,2
7z3ijibl,0,5baf6705848bbd0001d6fc8a,24,2,1.5,0,0,3593,4583,14.5,640.25,49,4.5,9.0,2492,1
7z3ijibl,1,60185125a263080a4243e740,25,1,2.5,1,6,-1,-1,11.5,674.5,49,7.5,15.0,2488,1
7z3ijibl,1,5e4810c074edcc2b4f31ab83,26,1,1.5,1,6,-1,-1,13.75,523.0,49,9.75,19.5,2489,1
7z3ijibl,0,5cd7e678df739100011b1839,27,1,2.5,1,8,4493,5874,19.5,855.75,49,17.5,35.0,2493,1
7z3ijibl,1,600abec042ce9902cb63f0a2,28,1,1.5,1,0,1529,2390,22.5,684.5,49,12.5,25.0,2495,2
7z3ijibl,0,5ec3b9e83f187802a6aa041e,29,1,1.5,1,2,1427,4659,14.5,657.5,49,6.5,13.0,2486,1
7z3ijibl,1,607c788174ef9ae298722d37,30,1,1.5,1,6,-1,-1,21.0,502.5,49,17.0,34.0,2490,1
7z3ijibl,1,5f60713e595007000a8e1da7,31,2,2.5,1,10,1958,2281,12.5,950.0,49,12.5,25.0,2495,2
7z3ijibl,1,5f52237276d614488e847c1b,32,2,2.5,1,5,1106,5408,23.75,908.75,49,18.75,37.5,2497,2
7z3ijibl,1,609c35609e77fba7ec90ec1e,33,1,1.5,1,6,-1,-1,8.5,486.5,49,4.5,9.0,2492,1
7z3ijibl,1,5f563d4bc1684c0241b17264,34,2,1.5,1,3,1507,2390,9.25,672.5,49,2.25,4.5,2494,2
7z3ijibl,0,609101a8a29bc713a6bcdbba,35,1,1.5,1,8,3064,4238,8.0,631.75,49,6.0,12.0,2485,1
7z3ijibl,1,5a94a2b24eecca0001dd3c43,36,1,1.5,1,10,2157,6251,20.0,741.5,49,20.0,40.0,2496,2
7z3ijibl,1,576597499dcd970001dbdbe5,1,1,2.5,1,10,881,1602,14.75,954.5,50,14.75,29.5,2515,2
7z3ijibl,0,60a90be1be2d42fba2368523,2,2,2.5,1,10,1727,2451,17.0,927.5,50,17.0,34.0,2507,1
7z3ijibl,1,5ce19c2090d2dc0015f86ca7,3,2,2.5,1,9,2673,4511,24.75,935.25,50,23.75,47.5,2513,2
7z3ijibl,1,5be03bf177e0190001b4ad0a,4,2,2.5,1,10,2802,3130,12.5,910.25,50,12.5,25.0,2519,2
7z3ijibl,0,5fbab1b8266280ad6e6e13c7,5,2,1.5,1,6,11560,2250,10.75,634.5,50,6.75,13.5,2511,1
7z3ijibl,1,581ccd016c73180001fa5b2a,6,1,1.5,1,0,2053,3004,22.5,661.25,50,12.5,25.0,2519,2
7z3ijibl,1,57843b986475d400015a8e45,7,2,1.5,1,3,901,2091,21.75,676.0,50,14.75,29.5,2515,2
7z3ijibl,1,5eea1be10e95520beb9fa654,8,2,1.5,1,0,1420,4001,10.0,639.5,50,0.0,0.0,2514,2
7z3ijibl,0,5c0873675b32d500012e3f2c,9,2,1.5,1,10,4932,4439,15.0,624.25,50,15.0,30.0,2506,1
7z3ijibl,0,607c8faf6d8e98b09d585eb3,10,1,2.5,1,4,1264,5653,18.5,836.25,50,12.5,25.0,2504,1
7z3ijibl,1,5f5aa7a073b8271a0ab0947c,11,1,2.5,1,10,1577,2001,25.0,905.5,50,25.0,50.0,2516,2
7z3ijibl,0,608c2f0f1df309615f6f5b52,12,2,1.5,1,10,4706,2468,12.5,613.5,50,12.5,25.0,2504,1
7z3ijibl,0,607a981a8b7874690d597c0d,13,2,1.5,1,4,9562,5542,13.5,693.0,50,7.5,15.0,2505,1
7z3ijibl,0,60a1516dc132822469f45c55,14,2,2.5,1,8,7073,2241,16.5,871.0,50,14.5,29.0,2503,1
7z3ijibl,1,6008057b6fbeef0d476b756b,15,2,2.5,1,10,1654,1910,25.0,958.75,50,25.0,50.0,2518,2
7z3ijibl,0,608adf0cc8637f7f395352b1,16,1,1.5,1,0,1545,1745,10.0,657.5,50,0.0,0.0,2510,1
7z3ijibl,1,60199372bd48490e12a0d92e,17,1,2.5,1,10,979,2551,25.0,954.5,50,25.0,50.0,2518,2
7z3ijibl,1,5dc0a28f27d05205683c8bb3,18,2,2.5,-1,-1,-1,-1,-1.0,0.0,50,-1.0,-1.0,2509,1
7z3ijibl,1,5f591c6d75be841230aa6ced,19,1,1.5,1,0,1319,2098,12.25,697.5,50,2.25,4.5,2520,2
7z3ijibl,1,60a2d1593f270f92fa69305d,20,1,2.5,1,10,1222,2603,13.75,1003.0,50,13.75,27.5,2512,2
7z3ijibl,1,5ea8010daf54da1e951b8861,21,1,2.5,1,10,15077,2155,23.75,914.75,50,23.75,47.5,2513,2
7z3ijibl,1,60256d8ad9b88a0cb709e65a,22,1,2.5,1,6,-1,-1,17.75,721.5,50,13.75,27.5,2508,1
7z3ijibl,1,60acb5d4727b993c9f32ee72,23,2,2.5,1,1,1680,12576,22.75,910.75,50,13.75,27.5,2512,2
7z3ijibl,0,5baf6705848bbd0001d6fc8a,24,2,1.5,0,0,3734,5471,10.0,650.25,50,0.0,0.0,2510,1
7z3ijibl,1,60185125a263080a4243e740,25,1,2.5,1,6,-1,-1,19.0,693.5,50,15.0,30.0,2506,1
7z3ijibl,1,5e4810c074edcc2b4f31ab83,26,1,1.5,1,6,-1,-1,21.0,544.0,50,17.0,34.0,2507,1
7z3ijibl,0,5cd7e678df739100011b1839,27,2,2.5,0,5,4187,5548,18.75,874.5,50,13.75,27.5,2508,1
7z3ijibl,1,600abec042ce9902cb63f0a2,28,2,1.5,1,0,1142,2290,17.5,702.0,50,7.5,15.0,2517,2
7z3ijibl,0,5ec3b9e83f187802a6aa041e,29,1,1.5,1,3,2554,6677,13.75,671.25,50,6.75,13.5,2511,1
7z3ijibl,1,607c788174ef9ae298722d37,30,1,1.5,1,6,-1,-1,11.5,514.0,50,7.5,15.0,2505,1
7z3ijibl,1,5f60713e595007000a8e1da7,31,2,2.5,1,10,1681,1833,25.0,975.0,50,25.0,50.0,2516,2
7z3ijibl,1,5f52237276d614488e847c1b,32,1,2.5,1,6,4993,6147,11.5,920.25,50,7.5,15.0,2517,2
7z3ijibl,1,609c35609e77fba7ec90ec1e,33,1,1.5,-1,-1,-1,-1,-1.0,0.0,50,-1.0,-1.0,2509,1
7z3ijibl,1,5f563d4bc1684c0241b17264,34,2,1.5,1,3,1181,2489,9.25,681.75,50,2.25,4.5,2520,2
7z3ijibl,0,609101a8a29bc713a6bcdbba,35,1,1.5,1,6,2961,4020,18.5,650.25,50,14.5,29.0,2503,1
7z3ijibl,1,5a94a2b24eecca0001dd3c43,36,1,1.5,1,0,2047,3135,10.0,751.5,50,0.0,0.0,2514,2
7z3ijibl,1,576597499dcd970001dbdbe5,1,1,2.5,1,10,2296,6749,25.0,979.5,51,25.0,50.0,2534,2
7z3ijibl,0,60a90be1be2d42fba2368523,2,2,2.5,1,10,4376,4425,25.0,952.5,51,25.0,50.0,2521,1
7z3ijibl,1,5ce19c2090d2dc0015f86ca7,3,1,2.5,1,9,1458,3024,24.75,960.0,51,23.75,47.5,2531,2
7z3ijibl,1,5be03bf177e0190001b4ad0a,4,2,2.5,1,10,3765,2407,12.5,922.75,51,12.5,25.0,2535,2
7z3ijibl,0,5fbab1b8266280ad6e6e13c7,5,1,1.5,1,4,2743,4958,13.5,648.0,51,7.5,15.0,2522,1
7z3ijibl,1,581ccd016c73180001fa5b2a,6,2,1.5,1,0,3303,3001,20.0,681.25,51,10.0,20.0,2536,2
7z3ijibl,1,57843b986475d400015a8e45,7,2,1.5,1,0,1888,2106,11.5,687.5,51,1.5,3.0,2532,2
7z3ijibl,1,5eea1be10e95520beb9fa654,8,2,1.5,0,0,1450,2431,10.75,650.25,51,0.75,1.5,2530,2
7z3ijibl,0,5c0873675b32d500012e3f2c,9,1,1.5,1,7,2709,3935,12.0,636.25,51,9.0,18.0,2523,1
7z3ijibl,0,607c8faf6d8e98b09d585eb3,10,2,2.5,1,4,1534,4017,15.5,851.75,51,9.5,19.0,2526,1
7z3ijibl,1,5f5aa7a073b8271a0ab0947c,11,1,2.5,1,10,1252,3697,12.5,918.0,51,12.5,25.0,2537,2
7z3ijibl,0,608c2f0f1df309615f6f5b52,12,2,1.5,0,3,10555,11266,13.75,627.25,51,6.75,13.5,2528,1
7z3ijibl,0,607a981a8b7874690d597c0d,13,2,1.5,1,5,10086,6547,14.0,707.0,51,9.0,18.0,2523,1
7z3ijibl,0,60a1516dc132822469f45c55,14,2,2.5,0,8,1728,3217,15.0,886.0,51,13.0,26.0,2527,1
7z3ijibl,1,6008057b6fbeef0d476b756b,15,1,2.5,1,8,1331,3941,12.0,970.75,51,10.0,20.0,2536,2
7z3ijibl,0,608adf0cc8637f7f395352b1,16,2,1.5,1,0,1351,1657,10.75,668.25,51,0.75,1.5,2529,1
7z3ijibl,1,60199372bd48490e12a0d92e,17,2,2.5,1,10,1113,4292,25.0,979.5,51,25.0,50.0,2538,2
7z3ijibl,1,5dc0a28f27d05205683c8bb3,18,1,2.5,-1,-1,-1,-1,-1.0,0.0,51,-1.0,-1.0,2524,1
7z3ijibl,1,5f591c6d75be841230aa6ced,19,2,1.5,1,0,1089,2246,22.5,720.0,51,12.5,25.0,2537,2
7z3ijibl,1,60a2d1593f270f92fa69305d,20,2,2.5,1,10,1749,1905,13.75,1016.75,51,13.75,27.5,2533,2
7z3ijibl,1,5ea8010daf54da1e951b8861,21,1,2.5,1,10,2618,2642,25.0,939.75,51,25.0,50.0,2538,2
7z3ijibl,1,60256d8ad9b88a0cb709e65a,22,2,2.5,-1,-1,-1,-1,-1.0,0.0,51,-1.0,-1.0,2524,1
7z3ijibl,1,60acb5d4727b993c9f32ee72,23,1,2.5,1,1,2023,6102,22.75,933.5,51,13.75,27.5,2533,2
7z3ijibl,0,5baf6705848bbd0001d6fc8a,24,1,1.5,0,1,5317,5012,9.75,660.0,51,0.75,1.5,2529,1
7z3ijibl,1,60185125a263080a4243e740,25,2,2.5,1,6,-1,-1,17.5,711.0,51,13.5,27.0,2525,1
7z3ijibl,1,5e4810c074edcc2b4f31ab83,26,1,1.5,1,6,-1,-1,10.75,554.75,51,6.75,13.5,2528,1
7z3ijibl,0,5cd7e678df739100011b1839,27,1,2.5,1,10,3505,5006,25.0,899.5,51,25.0,50.0,2521,1
7z3ijibl,1,600abec042ce9902cb63f0a2,28,1,1.5,1,0,2755,2444,22.5,724.5,51,12.5,25.0,2535,2
7z3ijibl,0,5ec3b9e83f187802a6aa041e,29,1,1.5,1,4,3356,5396,19.0,690.25,51,13.0,26.0,2527,1
7z3ijibl,1,607c788174ef9ae298722d37,30,2,1.5,1,6,-1,-1,11.5,525.5,51,7.5,15.0,2522,1
7z3ijibl,1,5f60713e595007000a8e1da7,31,2,2.5,1,10,1059,1785,23.75,998.75,51,23.75,47.5,2531,2
7z3ijibl,1,5f52237276d614488e847c1b,32,2,2.5,1,10,1272,2647,25.0,945.25,51,25.0,50.0,2534,2
7z3ijibl,1,609c35609e77fba7ec90ec1e,33,1,1.5,1,6,-1,-1,13.5,500.0,51,9.5,19.0,2526,1
7z3ijibl,1,5f563d4bc1684c0241b17264,34,1,1.5,1,2,522,4943,9.5,691.25,51,1.5,3.0,2532,2
7z3ijibl,0,609101a8a29bc713a6bcdbba,35,1,1.5,1,8,2584,3836,15.5,665.75,51,13.5,27.0,2525,1
7z3ijibl,1,5a94a2b24eecca0001dd3c43,36,1,1.5,1,1,1966,7461,9.75,761.25,51,0.75,1.5,2530,2
7z3ijibl,1,576597499dcd970001dbdbe5,1,2,2.5,1,10,4490,3790,25.0,1004.5,52,25.0,50.0,2554,2
7z3ijibl,0,60a90be1be2d42fba2368523,2,2,2.5,1,10,2137,3487,17.0,969.5,52,17.0,34.0,2543,1
7z3ijibl,1,5ce19c2090d2dc0015f86ca7,3,2,2.5,1,9,3384,7332,24.75,984.75,52,23.75,47.5,2553,2
7z3ijibl,1,5be03bf177e0190001b4ad0a,4,1,2.5,1,10,881,2169,25.0,947.75,52,25.0,50.0,2551,2
7z3ijibl,0,5fbab1b8266280ad6e6e13c7,5,1,1.5,1,4,2579,4193,9.0,657.0,52,3.0,6.0,2541,1
7z3ijibl,1,581ccd016c73180001fa5b2a,6,2,1.5,1,0,2431,5653,22.5,703.75,52,12.5,25.0,2548,2
7z3ijibl,1,57843b986475d400015a8e45,7,1,1.5,1,10,721,2688,11.25,698.75,52,11.25,22.5,2550,2
7z3ijibl,1,5eea1be10e95520beb9fa654,8,2,1.5,0,0,1923,4052,12.5,662.75,52,2.5,5.0,2555,2
7z3ijibl,0,5c0873675b32d500012e3f2c,9,2,1.5,1,7,3052,3378,12.75,649.0,52,9.75,19.5,2546,1
7z3ijibl,0,607c8faf6d8e98b09d585eb3,10,2,2.5,1,4,1674,6617,16.25,868.0,52,10.25,20.5,2542,1
7z3ijibl,1,5f5aa7a073b8271a0ab0947c,11,1,2.5,1,10,1649,3012,23.75,941.75,52,23.75,47.5,2553,2
7z3ijibl,0,608c2f0f1df309615f6f5b52,12,1,1.5,1,10,1851,3171,15.0,642.25,52,15.0,30.0,2544,1
7z3ijibl,0,607a981a8b7874690d597c0d,13,1,1.5,1,6,6616,5880,21.0,728.0,52,17.0,34.0,2543,1
7z3ijibl,0,60a1516dc132822469f45c55,14,1,2.5,1,2,1425,2374,12.75,898.75,52,4.75,9.5,2545,1
7z3ijibl,1,6008057b6fbeef0d476b756b,15,2,2.5,1,10,1738,1973,25.0,995.75,52,25.0,50.0,2551,2
7z3ijibl,0,608adf0cc8637f7f395352b1,16,1,1.5,1,7,1391,4466,13.25,681.5,52,10.25,20.5,2542,1
7z3ijibl,1,60199372bd48490e12a0d92e,17,1,2.5,1,2,1411,6415,10.5,990.0,52,2.5,5.0,2555,2
7z3ijibl,1,5dc0a28f27d05205683c8bb3,18,2,2.5,1,6,-1,-1,18.25,657.5,52,14.25,28.5,2547,1
7z3ijibl,1,5f591c6d75be841230aa6ced,19,2,1.5,1,0,1375,2575,22.5,742.5,52,12.5,25.0,2556,2
7z3ijibl,1,60a2d1593f270f92fa69305d,20,2,2.5,1,10,1814,2393,12.5,1029.25,52,12.5,25.0,2552,2
7z3ijibl,1,5ea8010daf54da1e951b8861,21,1,2.5,1,10,1145,4440,12.5,952.25,52,12.5,25.0,2548,2
7z3ijibl,1,60256d8ad9b88a0cb709e65a,22,2,2.5,1,6,-1,-1,19.0,740.5,52,15.0,30.0,2544,1
7z3ijibl,1,60acb5d4727b993c9f32ee72,23,1,2.5,1,0,8693,1962,22.5,956.0,52,12.5,25.0,2552,2
