session,is_bot,prolific_id,id_in_session,id_in_group,multiplier,disclose,contribution,rt1,rt2,payoff,total,round_number,individual_share,total_contribution,group_id,disclosure_group
7z3ijibl,1,609c35609e77fba7ec90ec1e,33,2,1.5,1,6,-1,-1,16.0,216.75,21,12.0,24.0,1441,1
7z3ijibl,1,5f563d4bc1684c0241b17264,34,2,1.5,1,4,984,7244,20.25,256.5,21,14.25,28.5,1445,2
7z3ijibl,0,609101a8a29bc713a6bcdbba,35,1,1.5,0,7,6548,3435,13.5,257.5,21,10.5,21.0,1453,1
7z3ijibl,1,5a94a2b24eecca0001dd3c43,36,1,1.5,1,5,1882,5801,13.25,279.25,21,8.25,16.5,1455,2
7z3ijibl,1,576597499dcd970001dbdbe5,1,1,2.5,1,7,3520,7223,23.0,392.0,22,20.0,40.0,1467,2
7z3ijibl,0,60a90be1be2d42fba2368523,2,1,2.5,1,10,4694,2620,17.0,380.25,22,17.0,34.0,1463,1
7z3ijibl,1,5ce19c2090d2dc0015f86ca7,3,1,2.5,1,8,1036,2631,20.75,379.5,22,18.75,37.5,1466,2
7z3ijibl,1,5be03bf177e0190001b4ad0a,4,2,2.5,1,10,3027,3067,25.0,359.25,22,25.0,50.0,1469,2
7z3ijibl,0,5fbab1b8266280ad6e6e13c7,5,2,1.5,1,4,1511,3573,13.5,266.0,22,7.5,15.0,1476,1
7z3ijibl,1,581ccd016c73180001fa5b2a,6,2,1.5,1,10,3818,3499,7.5,249.25,22,7.5,15.0,1464,2
7z3ijibl,1,57843b986475d400015a8e45,7,1,1.5,1,5,1203,2021,8.75,260.5,22,3.75,7.5,1475,2
7z3ijibl,1,5eea1be10e95520beb9fa654,8,1,1.5,0,0,2186,8382,13.0,258.0,22,3.0,6.0,1471,2
7z3ijibl,0,5c0873675b32d500012e3f2c,9,2,1.5,1,6,5086,6630,14.5,250.0,22,10.5,21.0,1474,1
7z3ijibl,0,607c8faf6d8e98b09d585eb3,10,1,2.5,0,0,2034,4028,10.0,308.25,22,0.0,0.0,1465,1
7z3ijibl,1,5f5aa7a073b8271a0ab0947c,11,1,2.5,1,0,3444,3089,13.0,377.0,22,3.0,6.0,1462,2
7z3ijibl,0,608c2f0f1df309615f6f5b52,12,2,1.5,1,0,3429,5776,13.75,245.75,22,3.75,7.5,1475,1
7z3ijibl,0,607a981a8b7874690d597c0d,13,2,1.5,1,4,4794,6400,9.0,299.25,22,3.0,6.0,1471,1
7z3ijibl,0,60a1516dc132822469f45c55,14,2,2.5,1,9,9438,15848,21.0,367.5,22,20.0,40.0,1467,1
7z3ijibl,1,6008057b6fbeef0d476b756b,15,1,2.5,1,10,1314,3204,25.0,390.5,22,25.0,50.0,1469,2
7z3ijibl,0,608adf0cc8637f7f395352b1,16,2,1.5,1,10,1887,1961,7.5,255.0,22,7.5,15.0,1473,1
7z3ijibl,1,60199372bd48490e12a0d92e,17,1,2.5,1,9,1464,2903,16.75,393.5,22,15.75,31.5,1460,2
7z3ijibl,1,5dc0a28f27d05205683c8bb3,18,2,2.5,-1,-1,-1,-1,-1.0,0.0,22,-1.0,-1.0,1468,1
7z3ijibl,1,5f591c6d75be841230aa6ced,19,1,1.5,1,0,1492,4280,17.5,279.75,22,7.5,15.0,1473,2
7z3ijibl,1,60a2d1593f270f92fa69305d,20,1,2.5,1,10,1731,4046,20.0,408.0,22,20.0,40.0,1459,2
7z3ijibl,1,5ea8010daf54da1e951b8861,21,1,2.5,1,10,1896,6580,17.0,373.75,22,17.0,34.0,1461,2
7z3ijibl,1,60256d8ad9b88a0cb709e65a,22,1,2.5,-1,-1,-1,-1,-1.0,0.0,22,-1.0,-1.0,1468,1
7z3ijibl,1,60acb5d4727b993c9f32ee72,23,1,2.5,1,0,1798,2534,17.5,381.25,22,7.5,15.0,1464,2
7z3ijibl,0,5baf6705848bbd0001d6fc8a,24,2,1.5,0,6,2947,4404,21.0,265.75,22,17.0,34.0,1461,1
7z3ijibl,1,60185125a263080a4243e740,25,2,2.5,1,0,4442,3572,10.0,350.0,22,0.0,0.0,1465,1
7z3ijibl,1,5e4810c074edcc2b4f31ab83,26,1,1.5,1,6,-1,-1,11.5,236.75,22,7.5,15.0,1476,1
7z3ijibl,0,5cd7e678df739100011b1839,27,1,2.5,1,9,3612,5608,24.75,342.75,22,23.75,47.5,1470,1
7z3ijibl,1,600abec042ce9902cb63f0a2,28,2,1.5,1,4,2172,12369,9.0,274.5,22,3.0,6.0,1462,2
7z3ijibl,0,5ec3b9e83f187802a6aa041e,29,2,1.5,1,5,4357,9201,11.75,280.25,22,6.75,13.5,1472,1
7z3ijibl,1,607c788174ef9ae298722d37,30,2,1.5,1,6,-1,-1,19.75,203.25,22,15.75,31.5,1460,1
7z3ijibl,1,5f60713e595007000a8e1da7,31,2,2.5,1,10,1915,1925,23.75,408.75,22,23.75,47.5,1470,2
7z3ijibl,1,5f52237276d614488e847c1b,32,2,2.5,1,7,1966,2907,21.75,371.75,22,18.75,37.5,1466,2
7z3ijibl,1,609c35609e77fba7ec90ec1e,33,2,1.5,1,6,-1,-1,21.0,237.75,22,17.0,34.0,1463,1
7z3ijibl,1,5f563d4bc1684c0241b17264,34,1,1.5,1,4,1302,3200,12.75,269.25,22,6.75,13.5,1472,2
7z3ijibl,0,609101a8a29bc713a6bcdbba,35,1,1.5,0,8,5241,6290,12.5,270.0,22,10.5,21.0,1474,1
7z3ijibl,1,5a94a2b24eecca0001dd3c43,36,2,1.5,1,10,1661,6812,20.0,299.25,22,20.0,40.0,1459,2
7z3ijibl,1,576597499dcd970001dbdbe5,1,2,2.5,1,5,1976,10331,23.75,415.75,23,18.75,37.5,1485,2
7z3ijibl,0,60a90be1be2d42fba2368523,2,1,2.5,1,10,1361,3509,18.75,399.0,23,18.75,37.5,1485,1
7z3ijibl,1,5ce19c2090d2dc0015f86ca7,3,1,2.5,1,5,2197,4021,15.0,394.5,23,10.0,20.0,1481,2
7z3ijibl,1,5be03bf177e0190001b4ad0a,4,1,2.5,1,0,1686,3864,10.0,369.25,23,0.0,0.0,1486,2
7z3ijibl,0,5fbab1b8266280ad6e6e13c7,5,2,1.5,1,5,1310,3880,11.0,277.0,23,6.0,12.0,1490,1
7z3ijibl,1,581ccd016c73180001fa5b2a,6,2,1.5,1,0,4720,6020,13.75,263.0,23,3.75,7.5,1494,2
7z3ijibl,1,57843b986475d400015a8e45,7,1,1.5,1,9,675,1969,8.5,269.0,23,7.5,15.0,1492,2
7z3ijibl,1,5eea1be10e95520beb9fa654,8,2,1.5,1,1,3982,5409,16.5,274.5,23,7.5,15.0,1492,2
7z3ijibl,0,5c0873675b32d500012e3f2c,9,2,1.5,1,10,3353,7077,20.0,270.0,23,20.0,40.0,1478,1
7z3ijibl,0,607c8faf6d8e98b09d585eb3,10,2,2.5,0,0,1831,4108,10.0,318.25,23,0.0,0.0,1486,1
7z3ijibl,1,5f5aa7a073b8271a0ab0947c,11,1,2.5,1,10,3221,7375,20.0,397.0,23,20.0,40.0,1478,2
7z3ijibl,0,608c2f0f1df309615f6f5b52,12,2,1.5,0,5,3849,9934,13.25,259.0,23,8.25,16.5,1493,1
7z3ijibl,0,607a981a8b7874690d597c0d,13,2,1.5,1,0,3413,3901,10.0,309.25,23,0.0,0.0,1491,1
7z3ijibl,0,60a1516dc132822469f45c55,14,2,2.5,1,2,2247,2757,18.0,385.5,23,10.0,20.0,1488,1
7z3ijibl,1,6008057b6fbeef0d476b756b,15,1,2.5,1,7,1230,2702,14.0,404.5,23,11.0,22.0,1477,2
7z3ijibl,0,608adf0cc8637f7f395352b1,16,2,1.5,1,8,1929,2221,15.5,270.5,23,13.5,27.0,1479,1
7z3ijibl,1,60199372bd48490e12a0d92e,17,1,2.5,1,10,1566,3015,23.75,417.25,23,23.75,47.5,1483,2
7z3ijibl,1,5dc0a28f27d05205683c8bb3,18,1,2.5,1,6,-1,-1,17.5,276.0,23,13.5,27.0,1479,1
7z3ijibl,1,5f591c6d75be841230aa6ced,19,1,1.5,1,0,3001,2869,10.0,289.75,23,0.0,0.0,1491,2
7z3ijibl,1,60a2d1593f270f92fa69305d,20,1,2.5,1,10,1505,6384,25.0,433.0,23,25.0,50.0,1487,2
7z3ijibl,1,5ea8010daf54da1e951b8861,21,1,2.5,1,9,5101,2558,16.75,390.5,23,15.75,31.5,1480,2
7z3ijibl,1,60256d8ad9b88a0cb709e65a,22,1,2.5,1,6,-1,-1,14.0,350.25,23,10.0,20.0,1488,1
7z3ijibl,1,60acb5d4727b993c9f32ee72,23,2,2.5,1,0,1923,2800,18.75,400.0,23,8.75,17.5,1484,2
7z3ijibl,0,5baf6705848bbd0001d6fc8a,24,1,1.5,0,3,2417,4672,13.0,278.75,23,6.0,12.0,1490,1
7z3ijibl,1,60185125a263080a4243e740,25,1,2.5,1,7,3333,3885,11.75,361.75,23,8.75,17.5,1484,1
7z3ijibl,1,5e4810c074edcc2b4f31ab83,26,1,1.5,1,6,-1,-1,12.25,249.0,23,8.25,16.5,1493,1
7z3ijibl,0,5cd7e678df739100011b1839,27,2,2.5,1,9,3684,5727,24.75,367.5,23,23.75,47.5,1483,1
7z3ijibl,1,600abec042ce9902cb63f0a2,28,1,1.5,0,5,1702,3522,8.75,283.25,23,3.75,7.5,1494,2
7z3ijibl,0,5ec3b9e83f187802a6aa041e,29,2,1.5,1,3,3679,7660,18.0,298.25,23,11.0,22.0,1477,1
7z3ijibl,1,607c788174ef9ae298722d37,30,2,1.5,0,6,-1,-1,19.75,223.0,23,15.75,31.5,1480,1
7z3ijibl,1,5f60713e595007000a8e1da7,31,2,2.5,1,10,2217,2016,25.0,433.75,23,25.0,50.0,1487,2
7z3ijibl,1,5f52237276d614488e847c1b,32,1,2.5,1,9,1730,2845,16.75,388.5,23,15.75,31.5,1482,2
7z3ijibl,1,609c35609e77fba7ec90ec1e,33,2,1.5,1,6,-1,-1,19.75,257.5,23,15.75,31.5,1482,1
7z3ijibl,1,5f563d4bc1684c0241b17264,34,2,1.5,1,5,1527,12465,15.0,284.25,23,10.0,20.0,1481,2
7z3ijibl,0,609101a8a29bc713a6bcdbba,35,1,1.5,1,10,6845,4055,9.75,279.75,23,9.75,19.5,1489,1
7z3ijibl,1,5a94a2b24eecca0001dd3c43,36,2,1.5,1,3,2847,6185,16.75,316.0,23,9.75,19.5,1489,2
7z3ijibl,1,576597499dcd970001dbdbe5,1,2,2.5,1,10,1163,10708,22.5,438.25,24,22.5,45.0,1504,2
7z3ijibl,0,60a90be1be2d42fba2368523,2,1,2.5,1,10,3035,3499,22.5,421.5,24,22.5,45.0,1506,1
7z3ijibl,1,5ce19c2090d2dc0015f86ca7,3,1,2.5,1,9,1774,2659,12.25,406.75,24,11.25,22.5,1503,2
7z3ijibl,1,5be03bf177e0190001b4ad0a,4,1,2.5,1,10,2143,3614,19.25,388.5,24,19.25,38.5,1495,2
7z3ijibl,0,5fbab1b8266280ad6e6e13c7,5,1,1.5,1,8,9834,7575,11.75,288.75,24,9.75,19.5,1510,1
7z3ijibl,1,581ccd016c73180001fa5b2a,6,2,1.5,1,10,3395,3595,11.25,274.25,24,11.25,22.5,1507,2
7z3ijibl,1,57843b986475d400015a8e45,7,2,1.5,1,3,1007,1415,13.0,282.0,24,6.0,12.0,1512,2
7z3ijibl,1,5eea1be10e95520beb9fa654,8,2,1.5,1,0,3204,3389,12.5,287.0,24,2.5,5.0,1500,2
7z3ijibl,0,5c0873675b32d500012e3f2c,9,2,1.5,1,9,3295,5271,20.25,290.25,24,19.25,38.5,1495,1
7z3ijibl,0,607c8faf6d8e98b09d585eb3,10,2,2.5,1,0,1970,4537,21.25,339.5,24,11.25,22.5,1503,1
7z3ijibl,1,5f5aa7a073b8271a0ab0947c,11,1,2.5,1,10,5117,2640,18.75,415.75,24,18.75,37.5,1505,2
7z3ijibl,0,608c2f0f1df309615f6f5b52,12,1,1.5,0,10,3679,5141,12.75,271.75,24,12.75,25.5,1511,1
7z3ijibl,0,607a981a8b7874690d597c0d,13,2,1.5,1,7,4269,2094,14.5,323.75,24,11.5,23.0,1497,1
7z3ijibl,0,60a1516dc132822469f45c55,14,2,2.5,1,8,7151,18352,24.5,410.0,24,22.5,45.0,1506,1
7z3ijibl,1,6008057b6fbeef0d476b756b,15,1,2.5,1,10,1328,1909,25.0,429.5,24,25.0,50.0,1502,2
7z3ijibl,0,608adf0cc8637f7f395352b1,16,2,1.5,1,8,6292,3292,11.75,282.25,24,9.75,19.5,1508,1
7z3ijibl,1,60199372bd48490e12a0d92e,17,1,2.5,1,1,1120,5332,15.5,432.75,24,6.5,13.0,1499,2
7z3ijibl,1,5dc0a28f27d05205683c8bb3,18,2,2.5,1,5,-1,-1,23.75,299.75,24,18.75,37.5,1505,1
7z3ijibl,1,5f591c6d75be841230aa6ced,19,2,1.5,1,0,1801,8444,13.75,303.5,24,3.75,7.5,1509,2
7z3ijibl,1,60a2d1593f270f92fa69305d,20,2,2.5,1,10,1506,5425,18.75,451.75,24,18.75,37.5,1501,2
7z3ijibl,1,5ea8010daf54da1e951b8861,21,1,2.5,1,10,1912,2706,14.75,405.25,24,14.75,29.5,1498,2
7z3ijibl,1,60256d8ad9b88a0cb709e65a,22,1,2.5,0,5,-1,-1,23.75,374.0,24,18.75,37.5,1501,1
7z3ijibl,1,60acb5d4727b993c9f32ee72,23,1,2.5,1,2,2906,3680,10.5,410.5,24,2.5,5.0,1500,2
7z3ijibl,0,5baf6705848bbd0001d6fc8a,24,2,1.5,0,7,1942,5466,9.5,288.25,24,6.5,13.0,1499,1
7z3ijibl,1,60185125a263080a4243e740,25,1,2.5,0,5,2563,3321,16.5,378.25,24,11.5,23.0,1497,1
7z3ijibl,1,5e4810c074edcc2b4f31ab83,26,1,1.5,1,5,-1,-1,14.75,263.75,24,9.75,19.5,1508,1
7z3ijibl,0,5cd7e678df739100011b1839,27,2,2.5,1,10,3808,6389,25.0,392.5,24,25.0,50.0,1502,1
7z3ijibl,1,600abec042ce9902cb63f0a2,28,2,1.5,1,0,1490,5059,21.25,304.5,24,11.25,22.5,1496,2
7z3ijibl,0,5ec3b9e83f187802a6aa041e,29,2,1.5,1,5,3705,3968,14.75,313.0,24,9.75,19.5,1510,1
7z3ijibl,1,607c788174ef9ae298722d37,30,1,1.5,1,5,-1,-1,8.75,231.75,24,3.75,7.5,1509,1
7z3ijibl,1,5f60713e595007000a8e1da7,31,1,2.5,1,9,1247,4829,12.25,446.0,24,11.25,22.5,1496,2
7z3ijibl,1,5f52237276d614488e847c1b,32,1,2.5,1,8,8588,3940,24.5,413.0,24,22.5,45.0,1504,2
7z3ijibl,1,609c35609e77fba7ec90ec1e,33,1,1.5,1,5,-1,-1,11.0,268.5,24,6.0,12.0,1512,1
7z3ijibl,1,5f563d4bc1684c0241b17264,34,2,1.5,1,3,9607,2594,21.75,306.0,24,14.75,29.5,1498,2
7z3ijibl,0,609101a8a29bc713a6bcdbba,35,2,1.5,1,7,5674,3705,15.75,295.5,24,12.75,25.5,1511,1
7z3ijibl,1,5a94a2b24eecca0001dd3c43,36,1,1.5,1,5,2120,6501,16.25,332.25,24,11.25,22.5,1507,2
7z3ijibl,1,576597499dcd970001dbdbe5,1,1,2.5,1,3,5286,8204,15.25,453.5,25,8.25,16.5,1513,2
7z3ijibl,0,60a90be1be2d42fba2368523,2,1,2.5,1,10,4327,2628,22.5,444.0,25,22.5,45.0,1523,1
7z3ijibl,1,5ce19c2090d2dc0015f86ca7,3,2,2.5,1,8,1654,2423,24.5,431.25,25,22.5,45.0,1523,2
7z3ijibl,1,5be03bf177e0190001b4ad0a,4,2,2.5,1,8,2450,4524,24.5,413.0,25,22.5,45.0,1522,2
7z3ijibl,0,5fbab1b8266280ad6e6e13c7,5,1,1.5,1,6,1750,3111,8.5,297.25,25,4.5,9.0,1526,1
7z3ijibl,1,581ccd016c73180001fa5b2a,6,2,1.5,1,10,3472,3268,17.5,291.75,25,17.5,35.0,1518,2
7z3ijibl,1,57843b986475d400015a8e45,7,2,1.5,1,2,1332,3169,12.5,294.5,25,4.5,9.0,1530,2
7z3ijibl,1,5eea1be10e95520beb9fa654,8,2,1.5,1,6,2836,9824,12.25,299.25,25,8.25,16.5,1513,2
7z3ijibl,0,5c0873675b32d500012e3f2c,9,1,1.5,1,9,5141,6405,10.0,300.25,25,9.0,18.0,1529,1
7z3ijibl,0,607c8faf6d8e98b09d585eb3,10,2,2.5,1,0,4104,4939,20.0,359.5,25,10.0,20.0,1524,1
7z3ijibl,1,5f5aa7a073b8271a0ab0947c,11,1,2.5,1,10,1699,3475,25.0,440.75,25,25.0,50.0,1521,2
7z3ijibl,0,608c2f0f1df309615f6f5b52,12,2,1.5,1,9,2917,13072,14.5,286.25,25,13.5,27.0,1527,1
7z3ijibl,0,607a981a8b7874690d597c0d,13,2,1.5,0,0,6697,4067,13.75,337.5,25,3.75,7.5,1525,1
7z3ijibl,0,60a1516dc132822469f45c55,14,1,2.5,1,8,9141,8428,12.0,422.0,25,10.0,20.0,1524,1
7z3ijibl,1,6008057b6fbeef0d476b756b,15,1,2.5,1,10,1491,2301,22.5,452.0,25,22.5,45.0,1522,2
7z3ijibl,0,608adf0cc8637f7f395352b1,16,2,1.5,1,8,1637,2860,16.75,299.0,25,14.75,29.5,1514,1
7z3ijibl,1,60199372bd48490e12a0d92e,17,1,2.5,1,10,1239,2980,25.0,457.75,25,25.0,50.0,1520,2
7z3ijibl,1,5dc0a28f27d05205683c8bb3,18,2,2.5,1,7,-1,-1,24.25,324.0,25,21.25,42.5,1519,1
7z3ijibl,1,5f591c6d75be841230aa6ced,19,2,1.5,1,0,1154,6454,15.25,318.75,25,5.25,10.5,1528,2
7z3ijibl,1,60a2d1593f270f92fa69305d,20,1,2.5,1,10,1508,3574,17.75,469.5,25,17.75,35.5,1515,2
7z3ijibl,1,5ea8010daf54da1e951b8861,21,1,2.5,1,10,2477,4995,21.25,426.5,25,21.25,42.5,1519,2
7z3ijibl,1,60256d8ad9b88a0cb709e65a,22,1,2.5,1,7,-1,-1,17.75,391.75,25,14.75,29.5,1514,1
7z3ijibl,1,60acb5d4727b993c9f32ee72,23,1,2.5,1,1,1831,2666,12.5,423.0,25,3.5,7.0,1516,2
7z3ijibl,0,5baf6705848bbd0001d6fc8a,24,2,1.5,1,3,3144,2776,16.0,304.25,25,9.0,18.0,1529,1
7z3ijibl,1,60185125a263080a4243e740,25,1,2.5,0,3,2194,4851,16.0,394.25,25,9.0,18.0,1517,1
7z3ijibl,1,5e4810c074edcc2b4f31ab83,26,1,1.5,1,7,-1,-1,8.25,272.0,25,5.25,10.5,1528,1
7z3ijibl,0,5cd7e678df739100011b1839,27,2,2.5,1,10,3650,5628,25.0,417.5,25,25.0,50.0,1521,1
7z3ijibl,1,600abec042ce9902cb63f0a2,28,1,1.5,1,5,1869,12662,8.75,313.25,25,3.75,7.5,1525,2
7z3ijibl,0,5ec3b9e83f187802a6aa041e,29,1,1.5,0,4,2973,5033,10.5,323.5,25,4.5,9.0,1530,1
7z3ijibl,1,607c788174ef9ae298722d37,30,2,1.5,1,7,-1,-1,12.0,243.75,25,9.0,18.0,1517,1
7z3ijibl,1,5f60713e595007000a8e1da7,31,2,2.5,1,10,1693,2048,25.0,471.0,25,25.0,50.0,1520,2
7z3ijibl,1,5f52237276d614488e847c1b,32,1,2.5,1,8,1541,3181,19.5,432.5,25,17.5,35.0,1518,2
7z3ijibl,1,609c35609e77fba7ec90ec1e,33,2,1.5,1,7,-1,-1,20.75,289.25,25,17.75,35.5,1515,1
7z3ijibl,1,5f563d4bc1684c0241b17264,34,2,1.5,1,3,3926,3226,10.5,316.5,25,3.5,7.0,1516,2
7z3ijibl,0,609101a8a29bc713a6bcdbba,35,1,1.5,1,9,6422,7332,14.5,310.0,25,13.5,27.0,1527,1
7z3ijibl,1,5a94a2b24eecca0001dd3c43,36,2,1.5,1,0,2087,6389,14.5,346.75,25,4.5,9.0,1526,2
7z3ijibl,1,576597499dcd970001dbdbe5,1,1,2.5,1,10,5692,8072,25.0,478.5,26,25.0,50.0,1537,2
7z3ijibl,0,60a90be1be2d42fba2368523,2,1,2.5,1,10,6140,3611,25.0,469.0,26,25.0,50.0,1541,1
7z3ijibl,1,5ce19c2090d2dc0015f86ca7,3,1,2.5,1,8,1655,2181,19.5,450.75,26,17.5,35.0,1539,2
7z3ijibl,1,5be03bf177e0190001b4ad0a,4,1,2.5,1,10,1732,2003,20.0,433.0,26,20.0,40.0,1533,2
7z3ijibl,0,5fbab1b8266280ad6e6e13c7,5,2,1.5,1,1,1822,2587,12.0,309.25,26,3.0,6.0,1548,1
7z3ijibl,1,581ccd016c73180001fa5b2a,6,1,1.5,1,10,3015,4840,12.75,304.5,26,12.75,25.5,1547,2
7z3ijibl,1,57843b986475d400015a8e45,7,2,1.5,1,4,1121,2597,12.0,306.5,26,6.0,12.0,1546,2
7z3ijibl,1,5eea1be10e95520beb9fa654,8,2,1.5,1,0,2837,4733,14.5,313.75,26,4.5,9.0,1543,2
7z3ijibl,0,5c0873675b32d500012e3f2c,9,2,1.5,0,6,5378,5154,16.0,316.25,26,12.0,24.0,1532,1
7z3ijibl,0,607c8faf6d8e98b09d585eb3,10,1,2.5,1,10,2653,5538,25.0,384.5,26,25.0,50.0,1542,1
7z3ijibl,1,5f5aa7a073b8271a0ab0947c,11,2,2.5,1,10,3133,4285,25.0,465.75,26,25.0,50.0,1541,2
7z3ijibl,0,608c2f0f1df309615f6f5b52,12,2,1.5,1,10,2084,4688,13.75,300.0,26,13.75,27.5,1534,1
7z3ijibl,0,607a981a8b7874690d597c0d,13,1,1.5,1,3,6233,3684,10.0,347.5,26,3.0,6.0,1548,1
7z3ijibl,0,60a1516dc132822469f45c55,14,1,2.5,0,6,3603,5272,16.0,438.0,26,12.0,24.0,1532,1
7z3ijibl,1,6008057b6fbeef0d476b756b,15,1,2.5,1,10,1316,1995,13.75,465.75,26,13.75,27.5,1540,2
7z3ijibl,0,608adf0cc8637f7f395352b1,16,2,1.5,1,10,2090,3948,20.0,319.0,26,20.0,40.0,1533,1
7z3ijibl,1,60199372bd48490e12a0d92e,17,2,2.5,1,10,1225,3224,25.0,482.75,26,25.0,50.0,1542,2
7z3ijibl,1,5dc0a28f27d05205683c8bb3,18,1,2.5,1,6,-1,-1,24.0,348.0,26,20.0,40.0,1538,1
7z3ijibl,1,5f591c6d75be841230aa6ced,19,1,1.5,1,0,3158,3865,13.0,331.75,26,3.0,6.0,1544,2
7z3ijibl,1,60a2d1593f270f92fa69305d,20,2,2.5,1,10,1325,3746,25.0,494.5,26,25.0,50.0,1537,2
7z3ijibl,1,5ea8010daf54da1e951b8861,21,2,2.5,1,10,5097,2435,20.0,446.5,26,20.0,40.0,1538,2
7z3ijibl,1,60256d8ad9b88a0cb709e65a,22,2,2.5,1,6,-1,-1,21.5,413.25,26,17.5,35.0,1539,1
7z3ijibl,1,60acb5d4727b993c9f32ee72,23,2,2.5,1,1,2447,5401,22.75,445.75,26,13.75,27.5,1540,2
7z3ijibl,0,5baf6705848bbd0001d6fc8a,24,1,1.5,1,4,3114,3977,12.0,316.25,26,6.0,12.0,1546,1
7z3ijibl,1,60185125a263080a4243e740,25,1,2.5,1,6,3780,33923,16.0,410.25,26,12.0,24.0,1531,1
7z3ijibl,1,5e4810c074edcc2b4f31ab83,26,2,1.5,1,6,-1,-1,12.25,284.25,26,8.25,16.5,1545,1
7z3ijibl,0,5cd7e678df739100011b1839,27,1,2.5,1,5,5007,7980,11.25,428.75,26,6.25,12.5,1535,1
7z3ijibl,1,600abec042ce9902cb63f0a2,28,1,1.5,1,5,2898,4383,13.25,326.5,26,8.25,16.5,1545,2
7z3ijibl,0,5ec3b9e83f187802a6aa041e,29,2,1.5,1,4,1979,2530,9.0,332.5,26,3.0,6.0,1544,1
7z3ijibl,1,607c788174ef9ae298722d37,30,2,1.5,1,6,-1,-1,16.0,259.75,26,12.0,24.0,1531,1
7z3ijibl,1,5f60713e595007000a8e1da7,31,1,2.5,1,10,2378,1867,18.5,489.5,26,18.5,37.0,1536,2
7z3ijibl,1,5f52237276d614488e847c1b,32,1,2.5,1,5,1588,3540,18.75,451.25,26,13.75,27.5,1534,2
7z3ijibl,1,609c35609e77fba7ec90ec1e,33,1,1.5,1,6,-1,-1,8.5,297.75,26,4.5,9.0,1543,1
7z3ijibl,1,5f563d4bc1684c0241b17264,34,2,1.5,1,7,1712,5765,15.75,332.25,26,12.75,25.5,1547,2
7z3ijibl,0,609101a8a29bc713a6bcdbba,35,2,1.5,0,8,3887,9228,20.5,330.5,26,18.5,37.0,1536,1
7z3ijibl,1,5a94a2b24eecca0001dd3c43,36,2,1.5,1,0,2244,5196,16.25,363.0,26,6.25,12.5,1535,2
7z3ijibl,1,576597499dcd970001dbdbe5,1,2,2.5,1,10,11313,7292,25.0,503.5,27,25.0,50.0,1555,2
7z3ijibl,0,60a90be1be2d42fba2368523,2,1,2.5,1,10,3686,5257,19.25,488.25,27,19.25,38.5,1549,1
7z3ijibl,1,5ce19c2090d2dc0015f86ca7,3,2,2.5,1,8,1681,2806,24.5,475.25,27,22.5,45.0,1558,2
7z3ijibl,1,5be03bf177e0190001b4ad0a,4,1,2.5,1,10,1502,2286,25.0,458.0,27,25.0,50.0,1555,2
7z3ijibl,0,5fbab1b8266280ad6e6e13c7,5,1,1.5,1,2,3223,4402,13.25,322.5,27,5.25,10.5,1564,1
7z3ijibl,1,581ccd016c73180001fa5b2a,6,2,1.5,1,5,3641,4643,11.75,316.25,27,6.75,13.5,1561,2
7z3ijibl,1,57843b986475d400015a8e45,7,1,1.5,1,4,1037,1481,15.0,321.5,27,9.0,18.0,1563,2
7z3ijibl,1,5eea1be10e95520beb9fa654,8,2,1.5,1,5,2787,3891,21.25,335.0,27,16.25,32.5,1550,2
7z3ijibl,0,5c0873675b32d500012e3f2c,9,2,1.5,1,9,2973,5664,16.5,332.75,27,15.5,31.0,1552,1
7z3ijibl,0,607c8faf6d8e98b09d585eb3,10,1,2.5,1,0,1740,5099,17.5,402.0,27,7.5,15.0,1554,1
7z3ijibl,1,5f5aa7a073b8271a0ab0947c,11,1,2.5,1,10,3926,3554,22.5,488.25,27,22.5,45.0,1558,2
7z3ijibl,0,608c2f0f1df309615f6f5b52,12,2,1.5,1,10,5000,3465,7.5,307.5,27,7.5,15.0,1554,1
7z3ijibl,0,607a981a8b7874690d597c0d,13,2,1.5,1,5,6579,11745,8.75,356.25,27,3.75,7.5,1551,1
7z3ijibl,0,60a1516dc132822469f45c55,14,2,2.5,1,7,4039,14532,24.25,462.25,27,21.25,42.5,1560,1
7z3ijibl,1,6008057b6fbeef0d476b756b,15,1,2.5,1,2,2686,3536,19.25,485.0,27,11.25,22.5,1557,2
7z3ijibl,0,608adf0cc8637f7f395352b1,16,1,1.5,1,8,1651,3167,13.25,332.25,27,11.25,22.5,1566,1
7z3ijibl,1,60199372bd48490e12a0d92e,17,2,2.5,1,2,1591,3442,18.0,500.75,27,10.0,20.0,1556,2
7z3ijibl,1,5dc0a28f27d05205683c8bb3,18,1,2.5,1,7,-1,-1,24.25,372.25,27,21.25,42.5,1559,1
7z3ijibl,1,5f591c6d75be841230aa6ced,19,1,1.5,1,0,1058,3324,15.25,347.0,27,5.25,10.5,1562,2
7z3ijibl,1,60a2d1593f270f92fa69305d,20,1,2.5,1,10,1553,2981,21.25,515.75,27,21.25,42.5,1560,2
7z3ijibl,1,5ea8010daf54da1e951b8861,21,1,2.5,1,10,2323,4117,17.75,464.25,27,17.75,35.5,1553,2
7z3ijibl,1,60256d8ad9b88a0cb709e65a,22,1,2.5,1,7,-1,-1,18.5,431.75,27,15.5,31.0,1552,1
